,Prediction,Actual,isAccurate
1581,high,mid,False
1582,low,low,True
1583,high,high,True
1584,high,mid,False
1585,high,high,True
1586,high,high,True
1587,high,high,True
1588,high,high,True
1589,mid,mid,True
1590,high,high,True
1591,low,mid,False
1592,high,mid,False
1593,high,high,True
1594,mid,mid,True
1595,mid,mid,True
1596,low,low,True
1597,high,high,True
1598,high,high,True
1599,mid,high,False
1600,high,high,True
1601,mid,high,False
1602,high,high,True
1603,high,high,True
1604,high,high,True
1605,low,low,True
1606,high,high,True
1607,high,high,True
1608,high,mid,False
1609,high,mid,False
1610,low,low,True
1611,mid,high,False
1612,high,mid,False
1613,high,mid,False
1614,high,high,True
1615,low,low,True
1616,high,mid,False
1617,low,mid,False
1618,high,high,True
1619,high,high,True
1620,high,high,True
1621,high,high,True
1622,low,mid,False
1623,low,low,True
1624,low,low,True
1625,high,high,True
1626,high,mid,False
1627,high,mid,False
1628,high,high,True
1629,high,mid,False
1630,mid,mid,True
1631,high,high,True
1632,low,low,True
1633,mid,mid,True
1634,low,low,True
1635,low,low,True
1636,high,high,True
1637,high,high,True
1638,high,high,True
1639,high,high,True
1640,low,mid,False
1641,mid,mid,True
1642,high,high,True
1643,low,low,True
1644,high,low,False
1645,high,mid,False
1646,high,high,True
1647,high,high,True
1648,high,high,True
1649,mid,low,False
1650,high,high,True
1651,high,high,True
1652,low,low,True
1653,mid,high,False
1654,high,mid,False
1655,mid,mid,True
1656,high,high,True
1657,high,high,True
1658,mid,mid,True
1659,mid,mid,True
1660,high,high,True
1661,high,high,True
1662,high,high,True
1663,high,high,True
1664,high,high,True
1665,low,mid,False
1666,mid,high,False
1667,high,low,False
1668,high,high,True
1669,high,high,True
1670,high,high,True
1671,high,high,True
1672,mid,high,False
1673,high,high,True
1674,mid,low,False
1675,mid,high,False
1676,high,mid,False
1677,low,mid,False
1678,low,low,True
1679,mid,mid,True
1680,mid,mid,True
1681,high,mid,False
1682,mid,mid,True
1683,high,mid,False
1684,low,low,True
1685,high,mid,False
1686,high,high,True
1687,high,high,True
1688,low,low,True
1689,mid,low,False
1690,low,low,True
1691,high,high,True
1692,low,low,True
1693,high,high,True
1694,low,low,True
1695,low,low,True
1696,mid,mid,True
1697,high,mid,False
1698,high,high,True
1699,low,low,True
1700,high,high,True
1701,high,low,False
1702,low,low,True
1703,high,high,True
1704,low,low,True
1705,high,high,True
1706,low,low,True
1707,high,high,True
1708,high,high,True
1709,low,low,True
1710,high,high,True
1711,mid,high,False
1712,high,high,True
1713,low,low,True
1714,low,low,True
1715,low,low,True
1716,low,low,True
1717,high,high,True
1718,low,mid,False
1719,high,high,True
1720,mid,mid,True
1721,low,mid,False
1722,mid,mid,True
1723,high,high,True
1724,high,mid,False
1725,low,mid,False
1726,high,high,True
1727,high,high,True
1728,high,high,True
1729,high,mid,False
1730,high,high,True
1731,high,high,True
1732,high,high,True
1733,low,mid,False
1734,high,high,True
1735,low,low,True
1736,low,low,True
1737,high,mid,False
1738,high,high,True
1739,high,high,True
1740,high,high,True
1741,high,mid,False
1742,high,mid,False
1743,high,high,True
1744,high,high,True
1745,high,high,True
1746,mid,mid,True
1747,low,low,True
1748,high,high,True
1749,high,high,True
1750,high,high,True
1751,mid,low,False
1752,high,high,True
1753,mid,mid,True
1754,low,low,True
1755,high,high,True
1756,low,low,True
1757,high,high,True
1758,high,mid,False
1759,mid,mid,True
1760,mid,mid,True
1761,mid,high,False
1762,low,high,False
1763,high,high,True
1764,high,mid,False
1765,high,high,True
1766,mid,mid,True
1767,low,high,False
1768,high,mid,False
1769,high,low,False
1770,high,high,True
1771,high,high,True
1772,mid,low,False
1773,high,high,True
1774,high,high,True
1775,low,low,True
1776,low,mid,False
1777,low,low,True
1778,mid,mid,True
1779,high,high,True
1780,low,low,True
1781,low,low,True
1782,high,high,True
1783,high,high,True
1784,high,high,True
1785,high,mid,False
1786,high,high,True
1787,mid,mid,True
1788,low,high,False
1789,high,mid,False
1790,high,high,True
1791,mid,high,False
1792,low,low,True
1793,low,low,True
1794,high,high,True
1795,mid,mid,True
1796,high,mid,False
1797,high,high,True
1798,low,low,True
1799,high,high,True
1800,low,low,True
1801,mid,high,False
1802,high,high,True
1803,high,high,True
1804,mid,mid,True
1805,high,high,True
1806,high,high,True
1807,high,high,True
1808,low,low,True
1809,high,high,True
1810,high,high,True
1811,low,mid,False
1812,high,high,True
1813,high,high,True
1814,high,mid,False
1815,high,high,True
1816,mid,high,False
1817,mid,high,False
1818,high,high,True
1819,low,low,True
1820,mid,high,False
1821,high,high,True
1822,high,high,True
1823,high,high,True
1824,mid,mid,True
1825,mid,low,False
1826,high,high,True
1827,high,high,True
1828,low,mid,False
1829,high,mid,False
1830,mid,low,False
1831,mid,mid,True
1832,high,high,True
1833,high,mid,False
1834,high,mid,False
1835,low,low,True
1836,mid,high,False
1837,low,low,True
1838,mid,high,False
1839,high,high,True
1840,high,high,True
1841,mid,high,False
1842,low,high,False
1843,low,low,True
1844,high,high,True
1845,high,mid,False
1846,high,mid,False
1847,high,high,True
1848,high,high,True
1849,high,high,True
1850,low,low,True
1851,high,high,True
1852,mid,high,False
1853,high,mid,False
1854,high,high,True
1855,high,mid,False
1856,low,low,True
1857,high,high,True
1858,low,mid,False
1859,mid,mid,True
1860,low,low,True
1861,high,high,True
1862,low,mid,False
1863,high,mid,False
1864,high,high,True
1865,low,mid,False
1866,mid,mid,True
1867,high,high,True
1868,high,high,True
1869,high,high,True
1870,mid,mid,True
1871,mid,mid,True
1872,high,high,True
1873,high,high,True
1874,low,mid,False
1875,high,high,True
1876,mid,low,False
1877,low,low,True
1878,high,mid,False
1879,mid,high,False
1880,high,high,True
1881,high,high,True
1882,low,low,True
1883,mid,high,False
1884,high,mid,False
1885,high,mid,False
1886,high,mid,False
1887,high,high,True
1888,high,high,True
1889,low,low,True
1890,mid,mid,True
1891,high,high,True
1892,high,high,True
1893,high,high,True
1894,low,mid,False
1895,high,high,True
1896,high,high,True
1897,high,mid,False
1898,mid,mid,True
1899,low,low,True
1900,low,low,True
1901,high,high,True
1902,low,mid,False
1903,mid,mid,True
1904,low,low,True
1905,low,low,True
1906,high,high,True
1907,high,high,True
1908,high,high,True
1909,high,high,True
1910,low,high,False
1911,high,mid,False
1912,mid,mid,True
1913,high,high,True
1914,high,mid,False
1915,mid,mid,True
1916,low,mid,False
1917,low,low,True
1918,high,high,True
1919,low,low,True
1920,low,mid,False
1921,high,mid,False
1922,high,high,True
1923,high,high,True
1924,high,high,True
1925,high,high,True
1926,high,high,True
1927,high,high,True
1928,low,low,True
1929,high,high,True
1930,mid,high,False
1931,high,mid,False
1932,high,high,True
1933,high,high,True
1934,high,low,False
1935,low,low,True
1936,high,high,True
1937,high,high,True
1938,high,low,False
1939,high,high,True
1940,mid,high,False
1941,high,high,True
1942,high,high,True
1943,mid,mid,True
1944,high,high,True
1945,mid,low,False
1946,low,low,True
1947,low,low,True
1948,low,low,True
1949,high,high,True
1950,mid,low,False
1951,mid,high,False
1952,mid,mid,True
1953,mid,mid,True
1954,mid,mid,True
1955,high,high,True
1956,low,high,False
1957,low,mid,False
1958,high,high,True
1959,high,high,True
1960,high,mid,False
1961,low,mid,False
1962,low,mid,False
1963,low,low,True
1964,mid,mid,True
1965,high,mid,False
1966,high,high,True
1967,low,low,True
1968,high,high,True
1969,low,low,True
1970,low,low,True
1971,low,high,False
1972,low,low,True
1973,mid,mid,True
1974,low,mid,False
1975,mid,low,False
1976,high,high,True
1977,high,mid,False
1978,high,high,True
1979,high,high,True
1980,low,low,True
1981,high,high,True
1982,high,low,False
1983,high,high,True
1984,low,low,True
1985,low,mid,False
1986,high,high,True
1987,mid,mid,True
1988,high,high,True
1989,high,high,True
1990,mid,low,False
1991,mid,mid,True
1992,high,mid,False
1993,mid,mid,True
1994,high,high,True
1995,low,low,True
1996,high,low,False
1997,high,high,True
1998,high,high,True
1999,high,mid,False
2000,low,low,True
2001,high,high,True
2002,mid,mid,True
2003,high,mid,False
2004,high,high,True
2005,high,low,False
2006,high,high,True
2007,high,high,True
2008,mid,mid,True
2009,high,high,True
2010,low,low,True
2011,low,low,True
2012,mid,high,False
2013,high,high,True
2014,low,low,True
2015,high,high,True
2016,high,high,True
2017,mid,mid,True
2018,high,high,True
2019,low,low,True
2020,high,high,True
2021,high,mid,False
2022,high,high,True
2023,mid,mid,True
2024,mid,mid,True
2025,high,mid,False
2026,high,high,True
2027,high,high,True
2028,mid,high,False
2029,high,high,True
2030,low,high,False
2031,low,low,True
2032,low,mid,False
2033,mid,mid,True
2034,high,mid,False
2035,high,low,False
2036,high,high,True
2037,high,high,True
2038,high,high,True
2039,high,high,True
2040,high,high,True
2041,high,high,True
2042,high,high,True
2043,mid,mid,True
2044,high,high,True
2045,low,low,True
2046,low,low,True
2047,low,low,True
2048,high,high,True
2049,high,mid,False
2050,high,high,True
2051,mid,mid,True
2052,high,high,True
2053,high,high,True
2054,high,high,True
2055,mid,high,False
2056,high,high,True
2057,high,high,True
2058,mid,mid,True
2059,low,low,True
2060,high,low,False
2061,low,low,True
2062,low,mid,False
2063,low,low,True
2064,high,mid,False
2065,high,high,True
2066,low,mid,False
2067,high,mid,False
2068,low,mid,False
2069,mid,high,False
2070,mid,high,False
2071,low,low,True
2072,low,low,True
2073,high,high,True
2074,high,mid,False
2075,high,mid,False
2076,mid,mid,True
2077,mid,high,False
2078,low,mid,False
2079,high,high,True
2080,mid,mid,True
2081,mid,mid,True
2082,high,mid,False
2083,high,high,True
2084,low,low,True
2085,high,high,True
2086,low,low,True
2087,high,high,True
2088,mid,mid,True
2089,high,high,True
2090,high,high,True
2091,high,mid,False
2092,high,high,True
2093,high,high,True
2094,high,mid,False
2095,high,high,True
2096,high,high,True
2097,high,high,True
2098,high,high,True
2099,high,low,False
2100,high,mid,False
2101,high,high,True
2102,low,low,True
2103,low,low,True
2104,high,high,True
2105,mid,mid,True
2106,high,high,True
2107,high,mid,False
2108,low,mid,False
2109,high,mid,False
2110,high,high,True
2111,low,low,True
2112,low,low,True
2113,high,mid,False
2114,high,mid,False
2115,low,low,True
2116,high,high,True
2117,low,low,True
2118,low,low,True
2119,mid,low,False
2120,high,high,True
2121,high,high,True
2122,high,high,True
2123,low,low,True
2124,high,mid,False
2125,mid,low,False
2126,high,high,True
2127,high,high,True
2128,high,high,True
2129,high,high,True
2130,high,high,True
2131,mid,mid,True
2132,low,low,True
2133,mid,high,False
2134,high,high,True
2135,high,high,True
2136,low,mid,False
2137,low,mid,False
2138,low,mid,False
2139,low,mid,False
2140,high,high,True
2141,high,mid,False
2142,low,low,True
2143,mid,high,False
2144,high,high,True
2145,mid,mid,True
2146,high,high,True
2147,high,mid,False
2148,high,high,True
2149,mid,high,False
2150,low,low,True
2151,high,mid,False
2152,high,high,True
2153,high,high,True
2154,high,high,True
2155,high,high,True
2156,high,mid,False
2157,high,high,True
2158,high,high,True
2159,high,high,True
2160,high,high,True
2161,mid,mid,True
2162,low,low,True
2163,low,high,False
2164,high,high,True
2165,high,high,True
2166,high,mid,False
2167,low,low,True
2168,high,high,True
2169,low,mid,False
2170,low,low,True
2171,low,low,True
2172,high,high,True
2173,high,high,True
2174,low,low,True
2175,mid,mid,True
2176,mid,mid,True
2177,low,low,True
2178,high,high,True
2179,mid,high,False
2180,mid,low,False
2181,high,high,True
2182,low,low,True
2183,low,high,False
2184,mid,low,False
2185,mid,mid,True
2186,high,mid,False
2187,high,mid,False
2188,high,mid,False
2189,high,high,True
2190,high,high,True
2191,low,low,True
2192,low,mid,False
2193,high,high,True
2194,high,high,True
2195,high,high,True
2196,high,high,True
2197,mid,mid,True
2198,mid,mid,True
2199,mid,mid,True
2200,high,high,True
2201,high,high,True
2202,high,mid,False
2203,low,high,False
2204,high,high,True
2205,mid,high,False
2206,high,high,True
2207,high,high,True
2208,high,high,True
2209,high,mid,False
2210,high,high,True
2211,mid,mid,True
2212,high,high,True
2213,high,low,False
2214,high,high,True
2215,mid,mid,True
2216,high,high,True
2217,high,mid,False
2218,low,low,True
2219,low,low,True
2220,mid,mid,True
2221,high,mid,False
2222,high,mid,False
2223,high,high,True
2224,high,high,True
2225,mid,high,False
2226,high,high,True
2227,high,high,True
2228,low,mid,False
2229,high,high,True
2230,low,low,True
2231,low,low,True
2232,high,high,True
2233,low,low,True
2234,low,low,True
2235,mid,mid,True
2236,high,high,True
2237,high,high,True
2238,high,mid,False
2239,high,mid,False
2240,high,high,True
2241,low,low,True
2242,high,high,True
2243,low,mid,False
2244,high,high,True
2245,high,high,True
2246,high,high,True
2247,mid,high,False
2248,low,low,True
2249,mid,high,False
2250,high,mid,False
2251,high,mid,False
2252,low,high,False
2253,high,high,True
2254,high,high,True
2255,high,high,True
2256,low,low,True
2257,mid,high,False
2258,high,high,True
2259,mid,low,False
2260,low,low,True
2261,high,high,True
2262,low,low,True
2263,mid,high,False
2264,mid,low,False
2265,high,high,True
2266,high,mid,False
2267,low,low,True
2268,high,high,True
2269,high,mid,False
2270,high,high,True
2271,high,mid,False
2272,low,low,True
2273,high,mid,False
2274,high,high,True
2275,high,high,True
2276,high,mid,False
2277,high,high,True
2278,low,low,True
2279,high,high,True
2280,low,low,True
2281,high,high,True
2282,low,low,True
2283,mid,mid,True
2284,high,high,True
2285,mid,low,False
2286,low,low,True
2287,low,mid,False
2288,mid,mid,True
2289,low,mid,False
2290,high,high,True
2291,low,low,True
2292,low,low,True
2293,mid,mid,True
2294,high,high,True
2295,high,mid,False
2296,mid,mid,True
2297,high,mid,False
2298,high,high,True
2299,high,high,True
2300,high,mid,False
2301,high,high,True
2302,high,mid,False
2303,high,high,True
2304,high,high,True
2305,mid,low,False
2306,high,high,True
2307,high,low,False
2308,high,high,True
2309,high,high,True
2310,low,low,True
2311,low,mid,False
2312,low,low,True
2313,low,low,True
2314,low,low,True
2315,low,mid,False
2316,high,high,True
2317,low,low,True
2318,high,mid,False
2319,mid,mid,True
2320,high,high,True
2321,high,high,True
2322,high,high,True
2323,low,low,True
2324,low,mid,False
2325,high,high,True
2326,mid,mid,True
2327,low,mid,False
2328,high,mid,False
2329,high,high,True
2330,mid,low,False
2331,high,mid,False
2332,high,high,True
2333,high,high,True
2334,high,high,True
2335,mid,mid,True
2336,low,low,True
2337,high,high,True
2338,high,mid,False
2339,low,low,True
2340,high,high,True
2341,high,mid,False
2342,high,high,True
2343,high,high,True
2344,high,high,True
2345,high,high,True
2346,mid,high,False
2347,low,mid,False
2348,mid,low,False
2349,mid,mid,True
2350,low,low,True
2351,high,high,True
2352,high,high,True
2353,high,high,True
2354,low,low,True
2355,high,high,True
2356,high,mid,False
2357,mid,mid,True
2358,high,high,True
2359,high,high,True
2360,high,high,True
2361,low,low,True
2362,high,high,True
2363,high,high,True
2364,high,mid,False
2365,high,high,True
2366,high,mid,False
2367,high,mid,False
2368,high,high,True
2369,low,low,True
2370,mid,low,False
2371,high,high,True
2372,low,low,True
2373,high,high,True
2374,low,high,False
2375,high,mid,False
2376,high,high,True
2377,high,high,True
2378,high,high,True
2379,low,mid,False
2380,low,mid,False
2381,high,mid,False
2382,low,low,True
2383,high,high,True
2384,high,high,True
2385,low,mid,False
2386,high,high,True
2387,high,high,True
2388,mid,mid,True
2389,low,mid,False
2390,high,high,True
2391,high,high,True
2392,high,high,True
2393,high,mid,False
2394,high,high,True
2395,high,mid,False
2396,mid,mid,True
2397,mid,mid,True
2398,high,high,True
2399,high,mid,False
2400,low,low,True
2401,low,low,True
2402,high,high,True
2403,high,high,True
2404,high,high,True
2405,low,low,True
2406,high,mid,False
2407,high,high,True
2408,low,mid,False
2409,mid,mid,True
2410,low,low,True
2411,high,high,True
2412,high,high,True
2413,high,mid,False
2414,mid,mid,True
2415,high,high,True
2416,high,mid,False
2417,high,mid,False
2418,high,high,True
2419,high,high,True
2420,high,high,True
2421,mid,low,False
2422,high,high,True
2423,low,mid,False
2424,mid,low,False
2425,low,low,True
2426,high,low,False
2427,high,low,False
2428,high,high,True
2429,mid,low,False
2430,high,high,True
2431,low,mid,False
2432,high,mid,False
2433,high,high,True
2434,mid,low,False
2435,high,high,True
2436,low,mid,False
2437,high,high,True
2438,high,high,True
2439,high,high,True
2440,low,mid,False
2441,low,low,True
2442,mid,mid,True
2443,high,high,True
2444,low,low,True
2445,high,high,True
2446,low,low,True
2447,high,mid,False
2448,mid,mid,True
2449,low,low,True
2450,high,high,True
2451,high,high,True
2452,high,high,True
2453,low,low,True
2454,low,low,True
2455,mid,low,False
2456,mid,mid,True
2457,mid,mid,True
2458,high,high,True
2459,low,low,True
2460,low,low,True
2461,high,high,True
2462,high,high,True
2463,low,low,True
2464,high,high,True
2465,high,high,True
2466,mid,mid,True
2467,high,high,True
2468,high,mid,False
2469,mid,high,False
2470,mid,mid,True
2471,high,high,True
2472,high,high,True
2473,low,low,True
2474,low,mid,False
2475,low,low,True
2476,mid,mid,True
2477,high,high,True
2478,high,high,True
2479,high,high,True
2480,high,high,True
2481,high,high,True
2482,high,mid,False
2483,high,mid,False
2484,high,mid,False
2485,high,high,True
2486,high,mid,False
2487,low,low,True
2488,high,high,True
2489,high,high,True
2490,mid,mid,True
2491,mid,mid,True
2492,mid,mid,True
2493,high,high,True
2494,mid,mid,True
2495,high,high,True
2496,high,high,True
2497,high,high,True
2498,mid,mid,True
2499,low,low,True
2500,high,high,True
2501,low,low,True
2502,low,low,True
2503,high,high,True
2504,high,high,True
2505,mid,mid,True
2506,high,mid,False
2507,mid,mid,True
2508,low,mid,False
2509,high,high,True
2510,high,mid,False
2511,mid,mid,True
2512,mid,mid,True
2513,mid,mid,True
2514,high,high,True
2515,high,mid,False
2516,high,high,True
2517,high,mid,False
2518,high,high,True
2519,low,low,True
2520,mid,high,False
2521,low,mid,False
2522,high,high,True
2523,high,high,True
2524,high,high,True
2525,low,mid,False
2526,high,high,True
2527,high,mid,False
2528,high,high,True
2529,high,high,True
2530,high,high,True
2531,high,high,True
2532,high,high,True
2533,low,high,False
2534,high,high,True
2535,mid,high,False
2536,mid,low,False
2537,mid,high,False
2538,low,low,True
2539,mid,low,False
2540,high,high,True
2541,high,high,True
2542,high,high,True
2543,high,high,True
2544,high,high,True
2545,mid,low,False
2546,high,mid,False
2547,low,low,True
2548,mid,mid,True
2549,high,high,True
2550,mid,mid,True
2551,high,high,True
2552,high,high,True
2553,low,low,True
2554,high,high,True
2555,high,high,True
2556,high,high,True
2557,mid,mid,True
2558,high,high,True
2559,high,mid,False
2560,high,mid,False
2561,mid,mid,True
2562,high,mid,False
2563,high,high,True
2564,high,high,True
2565,high,mid,False
2566,high,high,True
2567,high,high,True
2568,mid,low,False
2569,high,high,True
2570,high,mid,False
2571,high,high,True
2572,high,high,True
2573,high,mid,False
2574,high,high,True
2575,mid,high,False
2576,high,high,True
2577,mid,mid,True
2578,high,high,True
2579,high,mid,False
2580,high,mid,False
2581,high,mid,False
2582,mid,high,False
2583,mid,low,False
2584,low,mid,False
2585,high,high,True
2586,high,high,True
2587,mid,high,False
2588,low,mid,False
2589,mid,mid,True
2590,low,low,True
2591,high,high,True
2592,high,high,True
2593,mid,high,False
2594,mid,low,False
2595,high,high,True
2596,mid,mid,True
2597,high,mid,False
2598,mid,low,False
2599,low,low,True
2600,high,mid,False
2601,high,mid,False
2602,high,high,True
2603,high,high,True
2604,high,high,True
2605,low,low,True
2606,low,low,True
2607,high,mid,False
2608,mid,mid,True
2609,high,high,True
2610,low,low,True
2611,high,mid,False
2612,high,high,True
2613,high,high,True
2614,low,low,True
2615,high,high,True
2616,high,high,True
2617,high,high,True
2618,high,high,True
2619,low,mid,False
2620,high,high,True
2621,high,mid,False
2622,mid,low,False
2623,low,high,False
2624,mid,mid,True
2625,low,mid,False
2626,high,high,True
2627,low,low,True
2628,high,high,True
2629,high,high,True
2630,high,high,True
2631,high,high,True
2632,low,low,True
2633,high,high,True
2634,high,high,True
2635,high,mid,False
2636,high,high,True
2637,high,high,True
2638,high,high,True
2639,high,high,True
2640,high,high,True
2641,high,high,True
2642,mid,mid,True
2643,low,mid,False
2644,high,mid,False
2645,high,high,True
2646,low,mid,False
2647,mid,low,False
2648,high,high,True
2649,high,high,True
2650,low,low,True
2651,mid,high,False
2652,high,mid,False
2653,high,high,True
2654,mid,mid,True
2655,high,high,True
2656,high,high,True
2657,high,high,True
2658,high,mid,False
2659,mid,high,False
2660,high,high,True
2661,high,high,True
2662,high,high,True
2663,high,high,True
2664,high,high,True
2665,low,mid,False
2666,high,high,True
2667,high,high,True
2668,high,high,True
2669,high,high,True
2670,mid,mid,True
2671,low,low,True
2672,low,mid,False
2673,high,mid,False
2674,low,low,True
2675,low,mid,False
2676,low,low,True
2677,mid,mid,True
2678,high,low,False
2679,high,high,True
2680,low,mid,False
2681,high,high,True
2682,high,high,True
2683,high,high,True
2684,high,high,True
2685,low,low,True
2686,high,high,True
2687,high,high,True
2688,high,high,True
2689,high,high,True
2690,high,high,True
2691,high,mid,False
2692,mid,mid,True
2693,low,mid,False
2694,low,low,True
2695,mid,mid,True
2696,high,mid,False
2697,low,mid,False
2698,high,high,True
2699,low,low,True
2700,high,high,True
2701,high,high,True
2702,high,mid,False
2703,high,high,True
2704,high,mid,False
2705,low,low,True
2706,high,high,True
2707,low,mid,False
2708,high,high,True
2709,high,high,True
2710,low,low,True
2711,low,high,False
2712,mid,low,False
2713,high,high,True
2714,mid,mid,True
2715,low,low,True
2716,high,high,True
2717,high,high,True
2718,low,low,True
2719,high,high,True
2720,high,mid,False
2721,high,high,True
2722,low,low,True
2723,mid,mid,True
2724,high,high,True
2725,high,high,True
2726,low,low,True
2727,low,low,True
2728,high,high,True
2729,high,high,True
2730,high,high,True
2731,low,low,True
2732,high,high,True
2733,low,low,True
2734,low,mid,False
2735,high,high,True
2736,low,low,True
2737,high,mid,False
2738,high,high,True
2739,mid,low,False
2740,low,low,True
2741,high,high,True
2742,high,high,True
2743,low,low,True
2744,high,high,True
2745,mid,high,False
2746,low,low,True
2747,high,high,True
2748,low,low,True
2749,high,high,True
2750,high,high,True
2751,high,low,False
2752,high,high,True
2753,high,high,True
2754,low,mid,False
2755,low,low,True
2756,high,mid,False
2757,high,high,True
2758,high,high,True
2759,high,mid,False
2760,high,mid,False
2761,high,high,True
2762,high,mid,False
2763,high,high,True
2764,low,mid,False
2765,high,high,True
2766,low,low,True
2767,low,low,True
2768,high,high,True
2769,high,high,True
2770,high,high,True
2771,high,high,True
2772,high,high,True
2773,high,mid,False
2774,mid,mid,True
2775,low,low,True
2776,mid,mid,True
2777,high,high,True
2778,mid,high,False
2779,high,mid,False
2780,high,mid,False
2781,high,mid,False
2782,low,mid,False
2783,high,high,True
2784,high,high,True
2785,mid,mid,True
2786,mid,high,False
2787,high,high,True
2788,high,high,True
2789,mid,mid,True
2790,high,high,True
2791,mid,low,False
2792,mid,high,False
2793,low,low,True
2794,mid,low,False
2795,high,high,True
2796,mid,low,False
2797,high,high,True
2798,mid,mid,True
2799,low,mid,False
2800,high,high,True
2801,high,high,True
2802,mid,high,False
2803,high,high,True
2804,high,mid,False
2805,low,low,True
2806,high,mid,False
2807,high,high,True
2808,low,low,True
2809,high,high,True
2810,high,high,True
2811,high,high,True
2812,high,high,True
2813,high,high,True
2814,mid,mid,True
2815,low,low,True
2816,high,mid,False
2817,high,mid,False
2818,high,mid,False
2819,high,high,True
2820,low,low,True
2821,high,high,True
2822,low,mid,False
2823,high,high,True
2824,high,high,True
2825,mid,mid,True
2826,high,high,True
2827,high,mid,False
2828,mid,high,False
2829,low,low,True
2830,high,high,True
2831,low,low,True
2832,high,high,True
2833,high,high,True
2834,mid,mid,True
2835,mid,mid,True
2836,high,high,True
2837,mid,high,False
2838,high,high,True
2839,high,high,True
2840,low,low,True
2841,high,mid,False
2842,high,high,True
2843,high,high,True
2844,high,high,True
2845,high,high,True
2846,high,high,True
2847,low,low,True
2848,low,mid,False
2849,high,mid,False
2850,high,high,True
2851,mid,high,False
2852,mid,mid,True
2853,high,high,True
2854,high,high,True
2855,high,high,True
2856,high,high,True
2857,high,high,True
2858,high,high,True
2859,high,high,True
2860,high,high,True
2861,high,high,True
2862,high,mid,False
2863,high,high,True
2864,high,high,True
2865,high,high,True
2866,high,high,True
2867,high,high,True
2868,mid,high,False
2869,mid,mid,True
2870,high,high,True
2871,low,low,True
2872,low,low,True
2873,high,high,True
2874,low,low,True
2875,mid,mid,True
2876,high,high,True
2877,low,high,False
2878,high,high,True
2879,high,high,True
2880,low,low,True
2881,low,low,True
2882,mid,mid,True
2883,high,high,True
2884,low,low,True
2885,high,high,True
2886,high,mid,False
2887,mid,low,False
2888,high,high,True
2889,high,high,True
2890,high,high,True
2891,high,high,True
2892,mid,mid,True
2893,low,mid,False
2894,low,low,True
2895,high,high,True
2896,low,low,True
2897,high,mid,False
2898,high,high,True
2899,high,high,True
2900,high,high,True
2901,high,high,True
2902,high,high,True
2903,high,high,True
2904,low,low,True
2905,high,high,True
2906,high,low,False
2907,low,low,True
2908,mid,high,False
2909,low,mid,False
2910,high,mid,False
2911,high,low,False
2912,mid,mid,True
2913,high,high,True
2914,low,mid,False
2915,low,low,True
2916,low,low,True
2917,high,high,True
2918,high,high,True
2919,mid,mid,True
2920,mid,mid,True
2921,mid,high,False
2922,high,high,True
2923,low,low,True
2924,low,low,True
2925,low,low,True
2926,high,mid,False
2927,low,mid,False
2928,low,low,True
2929,high,mid,False
2930,high,mid,False
2931,high,high,True
2932,mid,high,False
2933,high,high,True
2934,high,mid,False
2935,high,mid,False
2936,high,high,True
2937,low,low,True
2938,high,high,True
2939,high,high,True
2940,high,high,True
2941,high,high,True
2942,high,high,True
2943,high,high,True
2944,high,high,True
2945,high,high,True
2946,low,low,True
2947,high,high,True
2948,high,high,True
2949,high,high,True
2950,high,low,False
2951,low,low,True
2952,high,high,True
2953,low,high,False
2954,high,high,True
2955,low,low,True
2956,mid,mid,True
2957,low,mid,False
2958,high,high,True
2959,low,mid,False
2960,high,mid,False
2961,high,high,True
2962,high,high,True
2963,low,low,True
2964,mid,mid,True
2965,high,high,True
2966,high,high,True
2967,mid,mid,True
2968,mid,high,False
2969,high,high,True
2970,low,low,True
2971,low,low,True
2972,mid,high,False
2973,high,high,True
2974,high,high,True
2975,high,high,True
2976,low,low,True
2977,high,high,True
2978,high,mid,False
2979,high,mid,False
2980,low,low,True
2981,high,high,True
2982,high,mid,False
2983,low,mid,False
2984,high,high,True
2985,low,low,True
2986,mid,low,False
2987,high,high,True
2988,high,high,True
2989,low,low,True
2990,high,mid,False
2991,high,high,True
2992,low,mid,False
2993,high,high,True
2994,high,mid,False
2995,low,low,True
2996,high,high,True
2997,low,high,False
2998,high,high,True
2999,high,high,True
3000,mid,mid,True
3001,low,low,True
3002,high,high,True
3003,low,low,True
3004,high,high,True
3005,low,low,True
3006,high,high,True
3007,high,high,True
3008,low,mid,False
3009,high,mid,False
3010,high,high,True
3011,low,low,True
3012,high,high,True
3013,high,high,True
3014,low,low,True
3015,low,mid,False
3016,high,high,True
3017,mid,high,False
3018,low,low,True
3019,low,low,True
3020,high,high,True
3021,high,mid,False
3022,high,high,True
3023,mid,mid,True
3024,mid,mid,True
3025,high,mid,False
3026,high,high,True
3027,high,mid,False
3028,high,high,True
3029,high,mid,False
3030,low,low,True
3031,low,low,True
3032,high,high,True
3033,low,low,True
3034,high,high,True
3035,high,high,True
3036,mid,mid,True
3037,mid,mid,True
3038,high,high,True
3039,high,high,True
3040,low,low,True
3041,low,low,True
3042,low,mid,False
3043,high,high,True
3044,low,mid,False
3045,high,high,True
3046,high,high,True
3047,low,low,True
3048,mid,mid,True
3049,low,mid,False
3050,high,high,True
3051,high,high,True
3052,high,high,True
3053,low,low,True
3054,high,high,True
3055,high,high,True
3056,high,high,True
3057,mid,low,False
3058,high,high,True
